student_id,date,Start DateTime,End DateTime,shelfreads_completed,start_call,end_call,Duration
18.0,2023-06-30,2023-06-30 09:41:00,2023-06-30 10:30:00,17.0,PS 3505.R272Z8 1970,PS3507.07573Z6,0.82
18.0,2023-07-07,2023-07-07 11:05:00,2023-07-07 11:50:00,16.0,PS 3507.R55A6 1987,PS 3509.L43 Z787,0.75
18.0,2023-07-28,2023-07-28 11:05:00,2023-07-28 11:55:00,25.0,PS 3509.L43 Z7874,PS 3511.A86Z985614 2003,0.83
