student_id,date,Start DateTime,End DateTime,shelfreads_completed,start_call,end_call,Duration
18.0,2021-10-24,2021-10-24 14:09:00,2021-10-24 15:38:00,30.0,BD518.L3H8413 2013,BF38.R338 2007,1.48
18.0,2021-10-27,2021-10-27 17:18:00,2021-10-27 18:00:00,36.0,BF109.P5E93 1981,BF173.F7414 1972,0.7
18.0,2021-11-03,2021-11-03 16:33:00,2021-11-03 17:57:00,51.0,BF 209.N52I57 1976,BF 323.C5T73,1.4
18.0,2021-11-07,2021-11-07 14:52:00,2021-11-07 15:55:00,30.0,BF 323.C5T73,BF 408.B66 2014,1.05
